event_id,event_name,event_timestamp,sample_time_sec,received_order,block_id,block_order,group_id,session_half,counterbalance_group,condition,condition_type,event_type,event_value,duration_sec,exclude_before_sec,exclude_after_sec,trial_id,question_id,correct_answer,participant_answer,is_correct,reaction_time_ms,notes,run_id,subject_id,session_id,client_event_id,client_id,received_timestamp,client_timestamp,client_monotonic_ms,source_client,timestamp_source,clock_offset_sec,clock_round_trip_ms,eeg_received_order,eeg_sample_number,eeg_stream_segment,alignment_error_ms,alignment_status,identity_status,context_matches_current,state_applied,start_number,generated_timestamp,displayed_timestamp,hidden_timestamp,after_block_id,affected_block_id,planned_duration,actual_duration,is_formal_experiment,operator_id,override_reason,sensitivity_exclude_before_sec,course_attention_rating,mental_effort,video_interest,video_difficulty,subtraction_compliance,subtraction_compliance_low_pct,subtraction_compliance_high_pct,subtraction_difficulty,reported_final_number,rating_item,rating_value,quiz_score,quiz_total,question_text,response_index,response_text,video_id,condition_label,video_time_sec,browser_timestamp,recorder_timestamp,device_sample_number,probe_id,probe_index,probe_schedule_id,probe_planned_time_sec,response,response_label,response_time_ms,confidence,probe_attention,pause_reason
d5198d7a-cf4b-4c9e-b41a-23328c55dfd8,session_start,1789616274.4852529,,0,,,,,G04,,,session_start,online_learning_focused_vs_bbbd_subtraction,,0.0,0.0,,,,,,,,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,,,1789616274.4852529,,,recorder,server,,,,,,,no_eeg,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1789616274.4852529,,,,,,,,,,,
ff411d89-1fe9-41ab-90fb-e1f26bbb3843,subtraction_practice_start,1789616276.5155213,,0,,,,,G04,,,subtraction_practice_start,100,,0.0,0.0,,,,,,,"{""client_event_id"":""ff411d89-1fe9-41ab-90fb-e1f26bbb3843"",""recorder_run_id"":""2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2"",""client_id"":""9ece73d8-93e2-40b0-8ef9-75787e7f1947"",""client_timestamp"":1789616276.514,""client_monotonic_ms"":38844.90000000037,""event_timestamp"":1789616276.5155213,""clock_offset_sec"":0.0015213489532470703,""clock_round_trip_ms"":10.100126266479492,""subject_id"":""sub-004"",""session_id"":""ses-001"",""block_id"":"""",""counterbalance_group"":""G04"",""block_order"":""Block 1"",""condition"":"""",""condition_type"":"""",""topic_key"":"""",""topic_name"":"""",""event_type"":""subtraction_practice_start"",""iso_time"":""2026-09-17T03:37:56.514Z"",""relative_ms"":"""",""video_time_sec"":0,""practice_number"":100,""is_formal_experiment"":0}",2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,ff411d89-1fe9-41ab-90fb-e1f26bbb3843,9ece73d8-93e2-40b0-8ef9-75787e7f1947,1789616276.5226204,1789616276.514,38844.90000000037,9ece73d8-93e2-40b0-8ef9-75787e7f1947,browser_calibrated,0.0015213489532470703,10.100126266479492,,,,,no_eeg,verified,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,1789616276.514,1789616276.5227144,,,,,,,,,,,
9265e900-da43-4ed6-bbcf-a7acf4ca90f8,eeg_dropout,1789616276.7473898,,0,,,,,G04,,,eeg_dropout,signal_lost,,0.0,0.0,,,,,,,absence_threshold_sec=2,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,,,1789616276.7473898,,,recorder,server,,,,,,,no_eeg,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1789616276.7473898,,,,,,,,,,,eeg_dropout
88695f1b-0369-4eac-8e62-dcb02b51a8e9,qc_status_change,1789616276.747873,,0,,,,,G04,,,qc_status_change,bad,,0.0,0.0,,,,,,,已连续 2.3 秒没有EEG，请立即重新连接耳机。,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,,,1789616276.747873,,,recorder,server,,,,,,,no_eeg,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1789616276.747873,,,,,,,,,,,
fa85e976-9ff9-45c5-a8cc-59f9133a91ec,device_connected,1789616312.0879066,,0,,,,,G04,,,device_connected,74:4D:BD:62:FD:8D,,0.0,0.0,,,,,,,,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,,,1789616312.0879066,,,recorder,server,,,,,,,no_eeg,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1789616312.0879066,,,,,,,,,,,
67b95ad5-77f5-4c09-b95b-b5aadf8851a2,eeg_recovery,1789616314.3960505,0.0,0,,,,,G04,,,eeg_recovery,signal_recovered,39.91992664337158,0.0,0.0,,,,,,,等待实验员重新确认同步后恢复视频,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,,,1789616314.3960505,,,recorder,server,,,0,0,0,-0.03409385681152344,host_receive_nearest,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1789616314.3960505,0,,,,,,,,,,eeg_dropout
ba150462-8cd9-4765-afdc-230aa26082e3,qc_status_change,1789616314.9501483,0.592,149,,,,,G04,,,qc_status_change,waiting,,0.0,0.0,,,,,,,等待至少2秒EEG数据。,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,,,1789616314.9501483,,,recorder,server,,,148,148,0,-10.524511337280273,host_receive_nearest,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1789616314.9501483,148,,,,,,,,,,
b7322185-5c85-46e5-976f-43054ac7961f,qc_status_change,1789616316.9571486,2.592,649,,,,,G04,,,qc_status_change,good,,0.0,0.0,,,,,,,当前QC指标正常。,2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,,,1789616316.9571486,,,recorder,server,,,648,648,0,-11.686086654663086,host_receive_nearest,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1789616316.9571486,648,,,,,,,,,,
e539d9a2-6089-47e5-b895-d9e773e13205,subtraction_practice_end,1789616325.343543,10.976,2749,,,,,G04,,,subtraction_practice_end,100,,0.0,0.0,,,,,,,"{""client_event_id"":""e539d9a2-6089-47e5-b895-d9e773e13205"",""recorder_run_id"":""2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2"",""client_id"":""9ece73d8-93e2-40b0-8ef9-75787e7f1947"",""client_timestamp"":1789616325.3434002,""client_monotonic_ms"":87674.40000000037,""event_timestamp"":1789616325.343543,""clock_offset_sec"":0.00014281272888183594,""clock_round_trip_ms"":4.999876022338867,""subject_id"":""sub-004"",""session_id"":""ses-001"",""block_id"":"""",""counterbalance_group"":""G04"",""block_order"":""Block 1"",""condition"":"""",""condition_type"":"""",""topic_key"":"""",""topic_name"":"""",""event_type"":""subtraction_practice_end"",""iso_time"":""2026-09-17T03:38:45.343Z"",""relative_ms"":"""",""video_time_sec"":0,""practice_number"":100,""is_formal_experiment"":0}",2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,e539d9a2-6089-47e5-b895-d9e773e13205,9ece73d8-93e2-40b0-8ef9-75787e7f1947,1789616325.348488,1789616325.3434002,87674.40000000037,9ece73d8-93e2-40b0-8ef9-75787e7f1947,browser_calibrated,0.00014281272888183594,4.999876022338867,2744,2744,0,0.8373260498046875,host_receive_nearest,verified,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,1789616325.3434002,1789616325.3485541,2744,,,,,,,,,,
1813368f-9b57-4c2c-ae17-31427b41d3db,practice_confirmed,1789616325.3472428,10.992,2749,,,,,G04,,,practice_confirmed,100,,0.0,0.0,,,,,,,"{""client_event_id"":""1813368f-9b57-4c2c-ae17-31427b41d3db"",""recorder_run_id"":""2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2"",""client_id"":""9ece73d8-93e2-40b0-8ef9-75787e7f1947"",""client_timestamp"":1789616325.3471,""client_monotonic_ms"":87678,""event_timestamp"":1789616325.3472428,""clock_offset_sec"":0.00014281272888183594,""clock_round_trip_ms"":4.999876022338867,""subject_id"":""sub-004"",""session_id"":""ses-001"",""block_id"":"""",""counterbalance_group"":""G04"",""block_order"":""Block 1"",""condition"":"""",""condition_type"":"""",""topic_key"":"""",""topic_name"":"""",""event_type"":""practice_confirmed"",""iso_time"":""2026-09-17T03:38:45.347Z"",""relative_ms"":"""",""video_time_sec"":0,""practice_number"":100,""is_formal_experiment"":0}",2e32687e-f8cf-4a91-8fec-dfa79fb2e0c2,sub-004,ses-001,1813368f-9b57-4c2c-ae17-31427b41d3db,9ece73d8-93e2-40b0-8ef9-75787e7f1947,1789616325.3687892,1789616325.3471,87678,9ece73d8-93e2-40b0-8ef9-75787e7f1947,browser_calibrated,0.00014281272888183594,4.999876022338867,2748,2748,0,-2.6941299438476562,host_receive_nearest,verified,1,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,1789616325.3471,1789616325.3688734,2748,,,,,,,,,,
